News#   Title                                                                                                    Word                          Frequency Polarity 
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      northern                      1         Neutral
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      3.55                          1         Neutral
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      qtr                           1         Neutral
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      loss                          1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      1st                           1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      93                            1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      shr                           1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      profit                        1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      vs                            1         Negative
1231       BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS                                      inc                           1         Negative

1232       IOWA GRAIN ELEVATOR EXPLODES, BURNS                                                                      iowa                          1         Neutral
1232       IOWA GRAIN ELEVATOR EXPLODES, BURNS                                                                      elevator                      1         Neutral
1232       IOWA GRAIN ELEVATOR EXPLODES, BURNS                                                                      explodes,                     1         Neutral
1232       IOWA GRAIN ELEVATOR EXPLODES, BURNS                                                                      grain                         1         Neutral
1232       IOWA GRAIN ELEVATOR EXPLODES, BURNS                                                                      burns                         1         Negative

1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  u.s.                          1         Neutral
1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  markets                       1         Neutral
1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  midsession                    1         Neutral
1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  at                            1         Neutral
1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  mixed                         1         Neutral
1233       U.S. CREDIT MARKETS MIXED AT MIDSESSION                                                                  credit                        1         Neutral

1234       MIDWEST GRAIN FUTURES 12:50   EDT                                                                        edt                           1         Neutral
1234       MIDWEST GRAIN FUTURES 12:50   EDT                                                                        midwest                       1         Neutral
1234       MIDWEST GRAIN FUTURES 12:50   EDT                                                                        grain                         1         Neutral
1234       MIDWEST GRAIN FUTURES 12:50   EDT                                                                        futures                       1         Neutral
1234       MIDWEST GRAIN FUTURES 12:50   EDT                                                                        12:50                         1         Neutral

1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             sees                          1         Neutral
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             in                            1         Neutral
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             artistic                      1         Neutral
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             artg                          1         Neutral
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             greetings                     1         Neutral
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             recovery                      1         Positive
1235       ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET                                                             net                           1         Positive

1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              pct                           1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              stake                         1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              partnership                   1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              buys                          1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              orange-co                     1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              5.1                           1         Neutral
1236       PARTNERSHIP BUYS 5.1 PCT ORANGE-CO OJ STAKE                                                              oj                            1         Neutral

1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                tests                         1         Neutral
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                oil                           1         Neutral
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                at                            1         Neutral
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                wells                         1         Neutral
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                two                           1         Neutral
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                cooperative                   1         Positive
1237       COOPERATIVE ENERGY TESTS OIL AT TWO WELLS                                                                energy                        1         Positive

1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             shares                        1         Neutral
1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             avinda                        1         Neutral
1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             debentures                    1         Neutral
1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             common                        1         Neutral
1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             converted                     1         Neutral
1238       AVINDA DEBENTURES CONVERTED TO COMMON SHARES                                                             to                            1         Neutral

1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             drop                          1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             comex                         1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             lower                         1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             settle                        1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             copper                        1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             late,                         1         Neutral
1239       COMEX COPPER FUTURES DROP LATE, SETTLE LOWER                                                             futures                       1         Neutral

1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             division                      1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             names                         1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             mayma                         1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             ayres                         1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             for                           1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             chairman                      1         Neutral
1240       MAYMA NAMES CHAIRMAN FOR L.S. AYRES DIVISION                                                             l.s.                          1         Neutral

1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             unit                          1         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             fda                           1         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             osmosis                       1         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             permit                        1         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             reverse                       1         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             dow                           2         Neutral
1241       DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT                                                             gets                          1         Neutral

1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    sets                          1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    engine                        1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    payout                        1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    cum                           1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    co                            1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    cummins                       1         Neutral
1242       CUMMINS ENGINE CO INC CUM SETS PAYOUT                                                                    inc                           1         Neutral

1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               hog                           1         Neutral
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               at                            1         Neutral
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               trim                          1         Neutral
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               futures                       1         Neutral
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               gains                         1         Positive
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               close                         1         Positive
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               live                          1         Positive
1243       LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE                                                               sharp                         1         Positive

1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             soybean                       1         Neutral
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             new                           1         Neutral
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             strong                        1         Positive
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             cbt                           1         Positive
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             in                            1         Positive
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             futures                       1         Positive
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             close                         1         Positive
1244       CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP                                                             crop                          1         Positive

1245       PHILADELPHIA ELECTRIC PE REPLACES ENGINEER                                                               philadelphia                  1         Neutral
1245       PHILADELPHIA ELECTRIC PE REPLACES ENGINEER                                                               pe                            1         Neutral
1245       PHILADELPHIA ELECTRIC PE REPLACES ENGINEER                                                               replaces                      1         Neutral
1245       PHILADELPHIA ELECTRIC PE REPLACES ENGINEER                                                               electric                      1         Neutral
1245       PHILADELPHIA ELECTRIC PE REPLACES ENGINEER                                                               engineer                      1         Neutral

1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          gains,                        1         Neutral
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          city                          1         Neutral
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          ends                          1         Neutral
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          lower                         1         Neutral
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          loses                         1         Negative
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          wheat                         1         Negative
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          kansas                        1         Negative
1246       KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER                                                          early                         1         Negative

1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               moody's                       1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               downgrades                    1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               related                       1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               billion                       1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               dlrs                          1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               deere,                        1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               of                            1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               1.8                           1         Neutral
1247       MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT                                               debt                          1         Negative

1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           u.s.                          1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           canada                        1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           bill                          1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           exemption                     1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           from                          1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           urge                          1         Neutral
1248       CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL                                                           lawmakers                     1         Neutral

1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      cbss                          1         Neutral
1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      bancshares                    1         Neutral
1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      1st                           1         Neutral
1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      central                       1         Neutral
1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      net                           1         Neutral
1249       CENTRAL BANCSHARES CBSS 1ST QTR NET                                                                      qtr                           1         Neutral

1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         u.s.                          1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         week                          1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         in                            1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         coffee                        1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         certified                     1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         down                          1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         stocks                        1         Neutral
1250       U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK                                                         latest                        1         Neutral

1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            news                          1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            1800                          1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            reuter                        1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            world                         1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            highlights                    1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            7                             1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            april                         1         Neutral
1251       REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7                                                            gmt                           1         Neutral

1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  division                      1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  txt                           1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  sale                          1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  plans                         1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  of                            1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  textron                       1         Neutral
1252       TEXTRON TXT PLANS SALE OF AVCO DIVISION                                                                  avco                          1         Neutral

1253       N.Y. PLATINUM FUTURES FINISH HIGHER                                                                      platinum                      1         Neutral
1253       N.Y. PLATINUM FUTURES FINISH HIGHER                                                                      n.y.                          1         Neutral
1253       N.Y. PLATINUM FUTURES FINISH HIGHER                                                                      finish                        1         Neutral
1253       N.Y. PLATINUM FUTURES FINISH HIGHER                                                                      futures                       1         Neutral
1253       N.Y. PLATINUM FUTURES FINISH HIGHER                                                                      higher                        1         Neutral

1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                1st                           1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                green                         1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                acceptance                    1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                tree                          1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                gnt                           1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                net                           1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                qtr                           1         Neutral
1254       GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET                                                                inc                           1         Neutral

1255       MINNEAPOLIS WHEAT PROTEIN SCALES                                                                         protein                       1         Neutral
1255       MINNEAPOLIS WHEAT PROTEIN SCALES                                                                         scales                        1         Neutral
1255       MINNEAPOLIS WHEAT PROTEIN SCALES                                                                         wheat                         1         Neutral
1255       MINNEAPOLIS WHEAT PROTEIN SCALES                                                                         minneapolis                   1         Neutral

1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         u.s.                          1         Neutral
1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         immigration                   1         Neutral
1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         spark                         1         Neutral
1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         congress                      1         Neutral
1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         rules                         1         Neutral
1256       U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS                                                         objections                    1         Negative

1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             at                            1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             jamesway                      1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             sees                          1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             year                          1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             dlrs                          1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             jmy                           1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             700                           1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             sales                         1         Neutral
1257       JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS                                                             mln                           1         Neutral

1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      offer                         1         Neutral
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      bank                          1         Neutral
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      strong                        1         Positive
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      sees                          1         Positive
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      for                           1         Positive
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      privatisation                 1         Positive
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      demand                        1         Positive
1258       BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER                                                      btp                           1         Positive

1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          trade                         1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          of                            1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          deliverable                   1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          grain                         1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          chicago                       1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          board                         1         Neutral
1259       CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS                                                          stocks                        1         Neutral

1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             behind                        1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             schedule                      1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             harvest                       1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             far                           1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             sugar                         1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             cuba                          1         Neutral
1260       CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE                                                             crude                         1         Negative

1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               att                           1         Neutral
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               georgia                       1         Neutral
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               t                             1         Neutral
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               rate                          1         Neutral
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               approval                      1         Positive
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               reduction                     1         Positive
1261       ATT T GETS GEORGIA RATE REDUCTION APPROVAL                                                               gets                          1         Positive

1262       CHICAGO DELIVERABLE WHEAT STOCKS                                                                         deliverable                   1         Neutral
1262       CHICAGO DELIVERABLE WHEAT STOCKS                                                                         wheat                         1         Neutral
1262       CHICAGO DELIVERABLE WHEAT STOCKS                                                                         chicago                       1         Neutral
1262       CHICAGO DELIVERABLE WHEAT STOCKS                                                                         stocks                        1         Neutral

1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               firm                          1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               note                          1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               cbt                           1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               corn                          1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               futures                       1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               close                         1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               higher                        1         Neutral
1263       CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE                                                               on                            1         Neutral

1264       CHICAGO DELIVERABLE SOYBEAN STOCKS                                                                       soybean                       1         Neutral
1264       CHICAGO DELIVERABLE SOYBEAN STOCKS                                                                       deliverable                   1         Neutral
1264       CHICAGO DELIVERABLE SOYBEAN STOCKS                                                                       chicago                       1         Neutral
1264       CHICAGO DELIVERABLE SOYBEAN STOCKS                                                                       stocks                        1         Neutral

1265       MINNEAPOLIS SPRING WHEAT CLOSES HIGHER                                                                   spring                        1         Neutral
1265       MINNEAPOLIS SPRING WHEAT CLOSES HIGHER                                                                   wheat                         1         Neutral
1265       MINNEAPOLIS SPRING WHEAT CLOSES HIGHER                                                                   minneapolis                   1         Neutral
1265       MINNEAPOLIS SPRING WHEAT CLOSES HIGHER                                                                   closes                        1         Neutral
1265       MINNEAPOLIS SPRING WHEAT CLOSES HIGHER                                                                   higher                        1         Neutral

1266       DELIVERABLE GRADE GUIDE                                                                                  grade                         1         Neutral
1266       DELIVERABLE GRADE GUIDE                                                                                  deliverable                   1         Neutral
1266       DELIVERABLE GRADE GUIDE                                                                                  guide                         1         Neutral

1267       MINNEAPOLIS DELIVERABLE OAT STOCKS                                                                       oat                           1         Neutral
1267       MINNEAPOLIS DELIVERABLE OAT STOCKS                                                                       deliverable                   1         Neutral
1267       MINNEAPOLIS DELIVERABLE OAT STOCKS                                                                       minneapolis                   1         Neutral
1267       MINNEAPOLIS DELIVERABLE OAT STOCKS                                                                       stocks                        1         Neutral

1268       PORK BELLY FUTURES CLOSE MIXED                                                                           belly                         1         Neutral
1268       PORK BELLY FUTURES CLOSE MIXED                                                                           mixed                         1         Neutral
1268       PORK BELLY FUTURES CLOSE MIXED                                                                           pork                          1         Neutral
1268       PORK BELLY FUTURES CLOSE MIXED                                                                           futures                       1         Neutral
1268       PORK BELLY FUTURES CLOSE MIXED                                                                           close                         1         Neutral

1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      comex                         1         Neutral
1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      silver                        1         Neutral
1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      highs                         1         Neutral
1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      futures                       1         Neutral
1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      close                         1         Neutral
1269       COMEX SILVER FUTURES CLOSE ON HIGHS                                                                      on                            1         Neutral

1270       TOLEDO DELIVERABLE WHEAT STOCKS                                                                          deliverable                   1         Neutral
1270       TOLEDO DELIVERABLE WHEAT STOCKS                                                                          wheat                         1         Neutral
1270       TOLEDO DELIVERABLE WHEAT STOCKS                                                                          stocks                        1         Neutral
1270       TOLEDO DELIVERABLE WHEAT STOCKS                                                                          toledo                        1         Neutral

1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            world                         1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            settle                        1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            late,                         1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            futures                       1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            sugar                         1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            rally                         1         Neutral
1271       WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER                                                            higher                        1         Neutral

1272       TOLEDO DELIVERABLE CORN STOCKS                                                                           corn                          1         Neutral
1272       TOLEDO DELIVERABLE CORN STOCKS                                                                           deliverable                   1         Neutral
1272       TOLEDO DELIVERABLE CORN STOCKS                                                                           stocks                        1         Neutral
1272       TOLEDO DELIVERABLE CORN STOCKS                                                                           toledo                        1         Neutral

1273       LUMBER FUTURES TRIM LOSSES AT CLOSE                                                                      at                            1         Neutral
1273       LUMBER FUTURES TRIM LOSSES AT CLOSE                                                                      lumber                        1         Neutral
1273       LUMBER FUTURES TRIM LOSSES AT CLOSE                                                                      trim                          1         Neutral
1273       LUMBER FUTURES TRIM LOSSES AT CLOSE                                                                      futures                       1         Neutral
